2023-04-13 13:20:08 INFO::Writing function arguments to log file
2023-04-13 13:20:08 DEBUG::Function arguments
2023-04-13 13:20:08 DEBUG::Output folder: /ebio/abt3_projects/Christensenella_CM20/metagenomics/DA_analysis/CM20_Maaslin_species_M_treat
2023-04-13 13:20:08 DEBUG::Min Abundance: 0.000000
2023-04-13 13:20:08 DEBUG::Min Prevalence: 0.500000
2023-04-13 13:20:08 DEBUG::Normalization: TSS
2023-04-13 13:20:08 DEBUG::Transform: LOG
2023-04-13 13:20:08 DEBUG::Analysis method: LM
2023-04-13 13:20:08 DEBUG::Max significance: 0.100000
2023-04-13 13:20:08 DEBUG::Random effects: Batch
2023-04-13 13:20:08 DEBUG::Fixed effects: Category,Run
2023-04-13 13:20:08 DEBUG::Correction method: BH
2023-04-13 13:20:08 DEBUG::Standardize: TRUE
2023-04-13 13:20:08 DEBUG::Cores: 1
2023-04-13 13:20:08 INFO::Verifying options selected are valid
2023-04-13 13:20:08 INFO::Determining format of input files
2023-04-13 13:20:08 INFO::Input format is data samples as columns and metadata samples as rows
2023-04-13 13:20:08 DEBUG::Transformed data so samples are rows
2023-04-13 13:20:08 DEBUG::A total of 89 samples were found in both the data and metadata
2023-04-13 13:20:08 DEBUG::Reordering data/metadata to use same sample ordering
2023-04-13 13:20:13 INFO::Fitting model to feature number 28, s__Anaerobutyricum_sp900554965
2023-04-13 13:20:13 INFO::Fitting model to feature number 29, s__Anaerostipes_hadrus_B
2023-04-13 13:20:13 INFO::Fitting model to feature number 30, s__Anaerostipes_sp900756035
2023-04-13 13:20:14 INFO::Fitting model to feature number 31, s__Anaerotignum_sp001304995
2023-04-13 13:20:14 INFO::Fitting model to feature number 32, s__Anaerotruncus_colihominis
2023-04-13 13:20:14 INFO::Fitting model to feature number 33, s__Angelakisella_massiliensis
2023-04-13 13:20:14 INFO::Fitting model to feature number 34, s__Arthrobacter_D_sp013116745
2023-04-13 13:20:14 INFO::Fitting model to feature number 35, s__Azonexus_sp009469585
2023-04-13 13:20:15 INFO::Fitting model to feature number 36, s__Bacteroides_acidifaciens
2023-04-13 13:20:15 INFO::Fitting model to feature number 37, s__Bacteroides_acidifaciens_A
2023-04-13 13:20:15 INFO::Fitting model to feature number 38, s__Bacteroides_bouchesdurhonensis
2023-04-13 13:20:15 INFO::Fitting model to feature number 39, s__Bacteroides_caccae
2023-04-13 13:20:15 INFO::Fitting model to feature number 40, s__Bacteroides_caecimuris
2023-04-13 13:20:15 INFO::Fitting model to feature number 41, s__Bacteroides_cellulosilyticus
2023-04-13 13:20:16 INFO::Fitting model to feature number 42, s__Bacteroides_clarus
2023-04-13 13:20:16 INFO::Fitting model to feature number 43, s__Bacteroides_congonensis
2023-04-13 13:20:16 INFO::Fitting model to feature number 44, s__Bacteroides_cutis
2023-04-13 13:20:16 INFO::Fitting model to feature number 45, s__Bacteroides_eggerthii
2023-04-13 13:20:16 INFO::Fitting model to feature number 46, s__Bacteroides_faecichinchillae
2023-04-13 13:20:16 INFO::Fitting model to feature number 47, s__Bacteroides_faecis
2023-04-13 13:20:16 INFO::Fitting model to feature number 48, s__Bacteroides_finegoldii
2023-04-13 13:20:17 INFO::Fitting model to feature number 49, s__Bacteroides_fluxus
2023-04-13 13:20:17 INFO::Fitting model to feature number 50, s__Bacteroides_fragilis
2023-04-13 13:20:17 INFO::Fitting model to feature number 51, s__Bacteroides_fragilis_A
2023-04-13 13:20:17 INFO::Fitting model to feature number 52, s__Bacteroides_gallinarum
2023-04-13 13:20:17 INFO::Fitting model to feature number 53, s__Bacteroides_graminisolvens
2023-04-13 13:20:17 INFO::Fitting model to feature number 54, s__Bacteroides_helcogenes
2023-04-13 13:20:18 INFO::Fitting model to feature number 55, s__Bacteroides_heparinolyticus
2023-04-13 13:20:18 INFO::Fitting model to feature number 56, s__Bacteroides_ihuae
2023-04-13 13:20:18 INFO::Fitting model to feature number 57, s__Bacteroides_intestinalis
2023-04-13 13:20:18 INFO::Fitting model to feature number 58, s__Bacteroides_intestinalis_A
2023-04-13 13:20:18 INFO::Fitting model to feature number 59, s__Bacteroides_massiliensis_A
2023-04-13 13:20:19 INFO::Fitting model to feature number 60, s__Bacteroides_ndongoniae
2023-04-13 13:20:19 INFO::Fitting model to feature number 61, s__Bacteroides_neonati
2023-04-13 13:20:19 INFO::Fitting model to feature number 62, s__Bacteroides_nordii
2023-04-13 13:20:19 INFO::Fitting model to feature number 63, s__Bacteroides_oleiciplenus
2023-04-13 13:20:19 INFO::Fitting model to feature number 64, s__Bacteroides_ovatus
2023-04-13 13:20:19 INFO::Fitting model to feature number 65, s__Bacteroides_pyogenes
2023-04-13 13:20:20 INFO::Fitting model to feature number 66, s__Bacteroides_pyogenes_A
2023-04-13 13:20:20 INFO::Fitting model to feature number 67, s__Bacteroides_reticulotermitis
2023-04-13 13:20:20 INFO::Fitting model to feature number 68, s__Bacteroides_rodentium
2023-04-13 13:20:20 INFO::Fitting model to feature number 69, s__Bacteroides_salyersiae
2023-04-13 13:20:20 INFO::Fitting model to feature number 70, s__Bacteroides_sp002160055
2023-04-13 13:20:20 INFO::Fitting model to feature number 71, s__Bacteroides_sp002293435
2023-04-13 13:20:21 INFO::Fitting model to feature number 72, s__Bacteroides_sp002307035
2023-04-13 13:20:21 INFO::Fitting model to feature number 73, s__Bacteroides_sp002471185
2023-04-13 13:20:21 INFO::Fitting model to feature number 74, s__Bacteroides_sp002491635
2023-04-13 13:20:21 INFO::Fitting model to feature number 75, s__Bacteroides_sp003463205
2023-04-13 13:20:21 INFO::Fitting model to feature number 76, s__Bacteroides_sp003545565
2023-04-13 13:20:21 INFO::Fitting model to feature number 77, s__Bacteroides_sp003865075
2023-04-13 13:20:22 INFO::Fitting model to feature number 78, s__Bacteroides_sp007097645
2023-04-13 13:20:22 INFO::Fitting model to feature number 79, s__Bacteroides_sp007896885
2023-04-13 13:20:22 INFO::Fitting model to feature number 80, s__Bacteroides_sp010500955
2023-04-13 13:20:22 INFO::Fitting model to feature number 81, s__Bacteroides_sp010500965
2023-04-13 13:20:22 INFO::Fitting model to feature number 82, s__Bacteroides_sp010500995
2023-04-13 13:20:22 INFO::Fitting model to feature number 83, s__Bacteroides_sp010501015
2023-04-13 13:20:23 INFO::Fitting model to feature number 84, s__Bacteroides_sp012113595
2023-04-13 13:20:23 INFO::Fitting model to feature number 85, s__Bacteroides_sp014385165
2023-04-13 13:20:23 INFO::Fitting model to feature number 86, s__Bacteroides_sp900066265
2023-04-13 13:20:23 INFO::Fitting model to feature number 87, s__Bacteroides_sp900547205
2023-04-13 13:20:23 INFO::Fitting model to feature number 88, s__Bacteroides_sp900552405
2023-04-13 13:20:23 INFO::Fitting model to feature number 89, s__Bacteroides_sp900553815
2023-04-13 13:20:24 INFO::Fitting model to feature number 90, s__Bacteroides_sp900555635
2023-04-13 13:20:24 INFO::Fitting model to feature number 91, s__Bacteroides_sp900556215
2023-04-13 13:20:24 INFO::Fitting model to feature number 92, s__Bacteroides_sp900556625
2023-04-13 13:20:24 INFO::Fitting model to feature number 93, s__Bacteroides_sp900557355
2023-04-13 13:20:24 INFO::Fitting model to feature number 94, s__Bacteroides_sp900755095
2023-04-13 13:20:24 INFO::Fitting model to feature number 95, s__Bacteroides_sp900760255
2023-04-13 13:20:25 INFO::Fitting model to feature number 96, s__Bacteroides_sp900761785
2023-04-13 13:20:25 INFO::Fitting model to feature number 97, s__Bacteroides_sp900765785
2023-04-13 13:20:25 INFO::Fitting model to feature number 98, s__Bacteroides_sp900765805
2023-04-13 13:20:25 INFO::Fitting model to feature number 99, s__Bacteroides_sp900766195
2023-04-13 13:20:25 INFO::Fitting model to feature number 100, s__Bacteroides_sp902362375
2023-04-13 13:20:25 INFO::Fitting model to feature number 101, s__Bacteroides_sp902388495
2023-04-13 13:20:25 INFO::Fitting model to feature number 102, s__Bacteroides_stercorirosoris
2023-04-13 13:20:26 INFO::Fitting model to feature number 103, s__Bacteroides_stercoris
2023-04-13 13:20:26 INFO::Fitting model to feature number 104, s__Bacteroides_thetaiotaomicron
2023-04-13 13:20:26 INFO::Fitting model to feature number 105, s__Bacteroides_timonensis
2023-04-13 13:20:26 INFO::Fitting model to feature number 106, s__Bacteroides_togonis
2023-04-13 13:20:26 INFO::Fitting model to feature number 107, s__Bacteroides_uniformis
2023-04-13 13:20:26 INFO::Fitting model to feature number 108, s__Bacteroides_xylanisolvens
2023-04-13 13:20:27 INFO::Fitting model to feature number 109, s__Bacteroides_zoogleoformans
2023-04-13 13:20:27 INFO::Fitting model to feature number 110, s__Bariatricus_comes
2023-04-13 13:20:27 INFO::Fitting model to feature number 111, s__Bariatricus_massiliensis
2023-04-13 13:20:27 INFO::Fitting model to feature number 112, s__Barnesiella_intestinihominis
2023-04-13 13:20:27 INFO::Fitting model to feature number 113, s__Barnesiella_sp002159975
2023-04-13 13:20:27 INFO::Fitting model to feature number 114, s__Barnesiella_sp003150885
2023-04-13 13:20:28 INFO::Fitting model to feature number 115, s__BHEP01_sp003851245
2023-04-13 13:20:28 INFO::Fitting model to feature number 116, s__Bilophila_sp900550745
2023-04-13 13:20:28 INFO::Fitting model to feature number 117, s__Blautia_A_schinkii_A
2023-04-13 13:20:28 INFO::Fitting model to feature number 118, s__Blautia_coccoides
2023-04-13 13:20:28 INFO::Fitting model to feature number 119, s__Blautia_coccoides_A
2023-04-13 13:20:28 INFO::Fitting model to feature number 120, s__Blautia_hominis
2023-04-13 13:20:29 INFO::Fitting model to feature number 121, s__Blautia_sp001304935
2023-04-13 13:20:29 INFO::Fitting model to feature number 122, s__Blautia_sp900543715
2023-04-13 13:20:29 INFO::Fitting model to feature number 123, s__Blautia_sp900555025
2023-04-13 13:20:29 INFO::Fitting model to feature number 124, s__Butyricicoccus_sp900547195
2023-04-13 13:20:29 INFO::Fitting model to feature number 125, s__Butyricimonas_faecalis
2023-04-13 13:20:30 INFO::Fitting model to feature number 126, s__Butyricimonas_faecihominis
2023-04-13 13:20:30 INFO::Fitting model to feature number 127, s__Butyricimonas_paravirosa
2023-04-13 13:20:30 INFO::Fitting model to feature number 128, s__Butyricimonas_sp003479425
2023-04-13 13:20:30 INFO::Fitting model to feature number 129, s__Butyricimonas_sp900761485
2023-04-13 13:20:30 INFO::Fitting model to feature number 130, s__Butyricimonas_virosa
2023-04-13 13:20:30 INFO::Fitting model to feature number 131, s__Butyrivibrio_A_sp900543865
2023-04-13 13:20:31 INFO::Fitting model to feature number 132, s__CAG_110_sp900752285
2023-04-13 13:20:31 INFO::Fitting model to feature number 133, s__CAG_170_sp000432135
2023-04-13 13:20:31 INFO::Fitting model to feature number 134, s__CAG_170_sp900556635
2023-04-13 13:20:31 INFO::Fitting model to feature number 135, s__CAG_196_sp002102975
2023-04-13 13:20:31 INFO::Fitting model to feature number 136, s__CAG_238_sp900754805
2023-04-13 13:20:31 INFO::Fitting model to feature number 137, s__CAG_272_sp900556615
2023-04-13 13:20:32 INFO::Fitting model to feature number 138, s__CAG_279_sp900544305
2023-04-13 13:20:32 INFO::Fitting model to feature number 139, s__CAG_279_sp900548875
2023-04-13 13:20:32 INFO::Fitting model to feature number 140, s__CAG_279_sp900550025
2023-04-13 13:20:32 INFO::Fitting model to feature number 141, s__CAG_313_sp900760745
2023-04-13 13:20:32 INFO::Fitting model to feature number 142, s__CAG_462_sp900765575
2023-04-13 13:20:32 INFO::Fitting model to feature number 143, s__CAG_485_sp002491945
2023-04-13 13:20:33 INFO::Fitting model to feature number 144, s__CAG_56_sp900752065
2023-04-13 13:20:33 INFO::Fitting model to feature number 145, s__CAG_590_sp900544905
2023-04-13 13:20:33 INFO::Fitting model to feature number 146, s__CAG_617_sp000438115
2023-04-13 13:20:33 INFO::Fitting model to feature number 147, s__CAG_81_sp000435795
2023-04-13 13:20:33 INFO::Fitting model to feature number 148, s__CAG_81_sp900066535
2023-04-13 13:20:34 INFO::Fitting model to feature number 149, s__CAG_81_sp900066785
2023-04-13 13:20:34 INFO::Fitting model to feature number 150, s__CAG_81_sp900541255
2023-04-13 13:20:34 INFO::Fitting model to feature number 151, s__CAG_83_sp900757415
2023-04-13 13:20:34 INFO::Fitting model to feature number 152, s__CAIKAP01_sp903825435
2023-04-13 13:20:34 INFO::Fitting model to feature number 153, s__Catenibacillus_scindens
2023-04-13 13:20:34 INFO::Fitting model to feature number 154, s__Catenibacillus_sp900553975
2023-04-13 13:20:35 INFO::Fitting model to feature number 155, s__Catenibacillus_sp902363555
2023-04-13 13:20:35 INFO::Fitting model to feature number 156, s__Chitinophaga_varians
2023-04-13 13:20:35 INFO::Fitting model to feature number 157, s__Christensenella_minuta
2023-04-13 13:20:35 INFO::Fitting model to feature number 158, s__Chryseobacterium_sp002835665
2023-04-13 13:20:35 INFO::Fitting model to feature number 159, s__Citrobacter_freundii
2023-04-13 13:20:35 INFO::Fitting model to feature number 160, s__Clostridium_AP_scindens
2023-04-13 13:20:36 INFO::Fitting model to feature number 161, s__Clostridium_AP_sp000509125
2023-04-13 13:20:36 INFO::Fitting model to feature number 162, s__Clostridium_Q_sp900547735
2023-04-13 13:20:36 INFO::Fitting model to feature number 163, s__Clostridium_Q_symbiosum
2023-04-13 13:20:36 INFO::Fitting model to feature number 164, s__Collinsella_aerofaciens_J
2023-04-13 13:20:36 INFO::Fitting model to feature number 165, s__Coprobacter_fastidiosus
2023-04-13 13:20:36 INFO::Fitting model to feature number 166, s__Coprobacter_secundus
2023-04-13 13:20:37 INFO::Fitting model to feature number 167, s__Coprobacter_sp900545915
2023-04-13 13:20:37 INFO::Fitting model to feature number 168, s__Coprobacter_sp900555475
2023-04-13 13:20:37 INFO::Fitting model to feature number 169, s__Daejeonella_soli
2023-04-13 13:20:37 INFO::Fitting model to feature number 170, s__Dorea_A_longicatena_B
2023-04-13 13:20:37 INFO::Fitting model to feature number 171, s__Dorea_formicigenerans
2023-04-13 13:20:38 INFO::Fitting model to feature number 172, s__DUMB01_sp012840085
2023-04-13 13:20:38 INFO::Fitting model to feature number 173, s__Duncaniella_dubosii
2023-04-13 13:20:38 INFO::Fitting model to feature number 174, s__Duncaniella_muris
2023-04-13 13:20:38 INFO::Fitting model to feature number 175, s__Dysgonomonas_mossii
2023-04-13 13:20:38 INFO::Fitting model to feature number 176, s__Dysgonomonas_sp001261735
2023-04-13 13:20:39 INFO::Fitting model to feature number 177, s__Dysosmobacter_sp000403435
2023-04-13 13:20:39 INFO::Fitting model to feature number 178, s__Dysosmobacter_sp001916835
2023-04-13 13:20:39 INFO::Fitting model to feature number 179, s__Dysosmobacter_sp014297375
2023-04-13 13:20:39 INFO::Fitting model to feature number 180, s__Dysosmobacter_welbionis
2023-04-13 13:20:39 INFO::Fitting model to feature number 181, s__Echinicola_strongylocentroti
2023-04-13 13:20:40 INFO::Fitting model to feature number 182, s__Eggerthella_lenta
2023-04-13 13:20:40 INFO::Fitting model to feature number 183, s__Eisenbergiella_massiliensis
2023-04-13 13:20:40 INFO::Fitting model to feature number 184, s__Eisenbergiella_sp003478085
2023-04-13 13:20:40 INFO::Fitting model to feature number 185, s__Eisenbergiella_sp900539715
2023-04-13 13:20:40 INFO::Fitting model to feature number 186, s__Eisenbergiella_sp900548905
2023-04-13 13:20:40 INFO::Fitting model to feature number 187, s__Eisenbergiella_tayi
2023-04-13 13:20:41 INFO::Fitting model to feature number 188, s__Enterocloster_aldenensis
2023-04-13 13:20:41 INFO::Fitting model to feature number 189, s__Enterocloster_asparagiformis
2023-04-13 13:20:41 INFO::Fitting model to feature number 190, s__Enterocloster_bolteae
2023-04-13 13:20:41 INFO::Fitting model to feature number 191, s__Enterocloster_citroniae
2023-04-13 13:20:41 INFO::Fitting model to feature number 192, s__Enterocloster_clostridioformis
2023-04-13 13:20:41 INFO::Fitting model to feature number 193, s__Enterocloster_clostridioformis_A
2023-04-13 13:20:41 INFO::Fitting model to feature number 194, s__Enterocloster_lavalensis
2023-04-13 13:20:42 INFO::Fitting model to feature number 195, s__Enterocloster_sp000155435
2023-04-13 13:20:42 INFO::Fitting model to feature number 196, s__Enterocloster_sp001304855
2023-04-13 13:20:42 INFO::Fitting model to feature number 197, s__Enterocloster_sp001517625
2023-04-13 13:20:42 INFO::Fitting model to feature number 198, s__Enterocloster_sp005845215
2023-04-13 13:20:42 INFO::Fitting model to feature number 199, s__Enterocloster_sp900538485
2023-04-13 13:20:42 INFO::Fitting model to feature number 200, s__Enterocloster_sp900540675
2023-04-13 13:20:43 INFO::Fitting model to feature number 201, s__Enterocloster_sp900549235
2023-04-13 13:20:43 INFO::Fitting model to feature number 202, s__Enterocloster_sp900555045
2023-04-13 13:20:43 INFO::Fitting model to feature number 203, s__Enterocloster_sp900759225
2023-04-13 13:20:43 INFO::Fitting model to feature number 204, s__ER4_sp000765235
2023-04-13 13:20:43 INFO::Fitting model to feature number 205, s__Erysipelatoclostridium_ramosum
2023-04-13 13:20:43 INFO::Fitting model to feature number 206, s__Eubacterium_F_sp900539115
2023-04-13 13:20:44 INFO::Fitting model to feature number 207, s__Eubacterium_G_sp900548465
2023-04-13 13:20:44 INFO::Fitting model to feature number 208, s__Eubacterium_G_sp900552275
2023-04-13 13:20:44 INFO::Fitting model to feature number 209, s__Eubacterium_G_sp900556905
2023-04-13 13:20:44 INFO::Fitting model to feature number 210, s__Extibacter_muris
2023-04-13 13:20:44 INFO::Fitting model to feature number 211, s__F0040_sp000318095
2023-04-13 13:20:45 INFO::Fitting model to feature number 212, s__F082_sp902802535
2023-04-13 13:20:45 INFO::Fitting model to feature number 213, s__F23_B02_sp004557075
2023-04-13 13:20:45 INFO::Fitting model to feature number 214, s__Faecalimonas_sp000209385
2023-04-13 13:20:45 INFO::Fitting model to feature number 215, s__Faecalimonas_sp900556835
2023-04-13 13:20:45 INFO::Fitting model to feature number 216, s__Flavihumibacter_solisilvae
2023-04-13 13:20:45 INFO::Fitting model to feature number 217, s__Flavobacterium_fluvii
2023-04-13 13:20:46 INFO::Fitting model to feature number 218, s__Flavonifractor_massiliensis_A
2023-04-13 13:20:46 INFO::Fitting model to feature number 219, s__Flavonifractor_plautii
2023-04-13 13:20:46 INFO::Fitting model to feature number 220, s__Flavonifractor_sp000508885
2023-04-13 13:20:46 INFO::Fitting model to feature number 221, s__Flavonifractor_sp002159265
2023-04-13 13:20:46 INFO::Fitting model to feature number 222, s__Flavonifractor_sp002159455
2023-04-13 13:20:46 INFO::Fitting model to feature number 223, s__Flavonifractor_sp002161215
2023-04-13 13:20:47 INFO::Fitting model to feature number 224, s__Flavonifractor_sp900549795
2023-04-13 13:20:47 INFO::Fitting model to feature number 225, s__Fusobacterium_A_sp900764925
2023-04-13 13:20:47 INFO::Fitting model to feature number 226, s__Fusobacterium_B_sp900545035
2023-04-13 13:20:47 INFO::Fitting model to feature number 227, s__GCA_900066755_sp902363085
2023-04-13 13:20:47 INFO::Fitting model to feature number 228, s__Gemmiger_A_sp002160955
2023-04-13 13:20:47 INFO::Fitting model to feature number 229, s__Gemmiger_qucibialis
2023-04-13 13:20:48 INFO::Fitting model to feature number 230, s__Gemmiger_variabilis
2023-04-13 13:20:48 INFO::Fitting model to feature number 231, s__Gemmiger_variabilis_C
2023-04-13 13:20:48 INFO::Fitting model to feature number 232, s__Gordonibacter_pamelaeae
2023-04-13 13:20:48 INFO::Fitting model to feature number 233, s__Gordonibacter_urolithinfaciens
2023-04-13 13:20:48 INFO::Fitting model to feature number 234, s__Gracilibacillus_orientalis
2023-04-13 13:20:48 INFO::Fitting model to feature number 235, s__Halobiforma_A_nitratireducens
2023-04-13 13:20:49 INFO::Fitting model to feature number 236, s__Halodesulfovibrio_sp009914765
2023-04-13 13:20:49 INFO::Fitting model to feature number 237, s__HGM11788_sp900760465
2023-04-13 13:20:49 INFO::Fitting model to feature number 238, s__Hungatella_A_hathewayi_A
2023-04-13 13:20:49 INFO::Fitting model to feature number 239, s__Hungatella_effluvii
2023-04-13 13:20:49 INFO::Fitting model to feature number 240, s__Hungatella_sp005845265
2023-04-13 13:20:50 INFO::Fitting model to feature number 241, s__Hydrogeniiclostridium_sp002160025
2023-04-13 13:20:50 INFO::Fitting model to feature number 242, s__Intestinibacter_sp900553485
2023-04-13 13:20:50 INFO::Fitting model to feature number 243, s__Intestinimonas_massiliensis
2023-04-13 13:20:50 INFO::Fitting model to feature number 244, s__Intestinimonas_timonensis
2023-04-13 13:20:50 INFO::Fitting model to feature number 245, s__JAAFHB01_sp903904515
2023-04-13 13:20:51 INFO::Fitting model to feature number 246, s__JAAYEB01_sp012728995
2023-04-13 13:20:51 INFO::Fitting model to feature number 247, s__JJ008_sp002342205
2023-04-13 13:20:51 INFO::Fitting model to feature number 248, s__Lachnoclostridium_A_edouardi
2023-04-13 13:20:51 INFO::Fitting model to feature number 249, s__Lachnoclostridium_B_sp900066765
2023-04-13 13:20:51 INFO::Fitting model to feature number 250, s__Lawsonibacter_asaccharolyticus
2023-04-13 13:20:51 INFO::Fitting model to feature number 251, s__Lawsonibacter_sp002160305
2023-04-13 13:20:52 INFO::Fitting model to feature number 252, s__Lawsonibacter_sp002161175
2023-04-13 13:20:52 INFO::Fitting model to feature number 253, s__Lawsonibacter_sp003478995
2023-04-13 13:20:52 INFO::Fitting model to feature number 254, s__Lawsonibacter_sp900066645
2023-04-13 13:20:52 INFO::Fitting model to feature number 255, s__Lawsonibacter_sp900066825
2023-04-13 13:20:52 INFO::Fitting model to feature number 256, s__Lawsonibacter_sp900754605
2023-04-13 13:20:52 INFO::Fitting model to feature number 257, s__Lawsonibacter_sp900764755
2023-04-13 13:20:53 INFO::Fitting model to feature number 258, s__Lawsonibacter_sp902363045
2023-04-13 13:20:53 INFO::Fitting model to feature number 259, s__Limosilactobacillus_fermentum_A
2023-04-13 13:20:53 INFO::Fitting model to feature number 260, s__Marinilabilia_salmonicolor
2023-04-13 13:20:53 INFO::Fitting model to feature number 261, s__Marseille_P3106_sp900169975
2023-04-13 13:20:53 INFO::Fitting model to feature number 262, s__Marvinbryantia_sp900066075
2023-04-13 13:20:53 INFO::Fitting model to feature number 263, s__Massilioclostridium_methylpentosum
2023-04-13 13:20:54 INFO::Fitting model to feature number 264, s__Massilistercora_sp902406105
2023-04-13 13:20:54 INFO::Fitting model to feature number 265, s__Mediterraneibacter_sp900541505
2023-04-13 13:20:54 INFO::Fitting model to feature number 266, s__Methanobrevibacter_A_sp900766745
2023-04-13 13:20:54 INFO::Fitting model to feature number 267, s__Muribaculum_arabinoxylanisolvens
2023-04-13 13:20:54 INFO::Fitting model to feature number 268, s__Muribaculum_sp001701065
2023-04-13 13:20:55 INFO::Fitting model to feature number 269, s__Muribaculum_sp009775095
2023-04-13 13:20:55 INFO::Fitting model to feature number 270, s__Muricomes_contortus_B
2023-04-13 13:20:55 INFO::Fitting model to feature number 271, s__Muricomes_oroticus
2023-04-13 13:20:55 INFO::Fitting model to feature number 272, s__Muricomes_sp000509105
2023-04-13 13:20:55 INFO::Fitting model to feature number 273, s__MWCK01_sp002070005
2023-04-13 13:20:55 INFO::Fitting model to feature number 274, s__Negativibacillus_massiliensis
2023-04-13 13:20:56 INFO::Fitting model to feature number 275, s__Negativibacillus_sp900547455
2023-04-13 13:20:56 INFO::Fitting model to feature number 276, s__Neobittarella_massiliensis
